plate_id,experiment,girlboss,seedling,genotype,ATP_conc,day,date_time,root,growth.rate
7_WT_7.5_m,7,M,16,WT,7.5,4,,,#DIV/0!
7_WT_7.5_m,7,M,17,WT,7.5,4,,,#DIV/0!
7_WT_7.5_m,7,M,18,WT,7.5,4,,,#DIV/0!
7_WT_7.5_m,7,M,19,WT,7.5,4,,,#DIV/0!
7_WT_7.5_m,7,M,20,WT,7.5,4,,,#DIV/0!
7_WT_7.5_m,7,M,21,WT,7.5,4,,,#DIV/0!
7_WT_10_m,7,M,1,WT,10,4,,,#DIV/0!
7_WT_10_m,7,M,2,WT,10,4,,,#DIV/0!
7_WT_10_m,7,M,3,WT,10,4,,,#DIV/0!
7_WT_10_m,7,M,4,WT,10,4,,,#DIV/0!
7_WT_10_m,7,M,5,WT,10,4,,,#DIV/0!
7_WT_10_m,7,M,6,WT,10,4,,,#DIV/0!
7_WT_10_m,7,M,7,WT,10,4,,,#DIV/0!
7_WT_10_m,7,M,8,WT,10,4,,,#DIV/0!
7_WT_10_m,7,M,9,WT,10,4,,,#DIV/0!
7_WT_10_m,7,M,10,WT,10,4,,,#DIV/0!
7_WT_10_m,7,M,11,WT,10,4,,,#DIV/0!
7_WT_10_m,7,M,12,WT,10,4,,,#DIV/0!
7_WT_10_m,7,M,13,WT,10,4,,,#DIV/0!
7_WT_10_m,7,M,14,WT,10,4,,,#DIV/0!
7_WT_10_m,7,M,15,WT,10,4,,,#DIV/0!
7_WT_10_m,7,M,16,WT,10,4,,,#DIV/0!
7_WT_10_m,7,M,17,WT,10,4,,,#DIV/0!
7_WT_10_m,7,M,18,WT,10,4,,,#DIV/0!
7_WT_10_m,7,M,19,WT,10,4,,,#DIV/0!
7_WT_10_m,7,M,20,WT,10,4,,,#DIV/0!
7_WT_10_m,7,M,21,WT,10,4,,,#DIV/0!
7_WT_10_m,7,M,22,WT,10,4,,,#DIV/0!
7_WT_10_m,7,M,23,WT,10,4,,,#DIV/0!
7_WT_15_m,7,M,1,WT,15,4,,,#DIV/0!
7_WT_15_m,7,M,2,WT,15,4,,,#DIV/0!
7_WT_15_m,7,M,3,WT,15,4,,,#DIV/0!
7_WT_15_m,7,M,4,WT,15,4,,,#DIV/0!
7_WT_15_m,7,M,5,WT,15,4,,,#DIV/0!
7_WT_15_m,7,M,6,WT,15,4,,,#DIV/0!
7_WT_15_m,7,M,7,WT,15,4,,,#DIV/0!
7_WT_15_m,7,M,8,WT,15,4,,,#DIV/0!
7_WT_15_m,7,M,9,WT,15,4,,,#DIV/0!
7_WT_15_m,7,M,10,WT,15,4,,,#DIV/0!
7_WT_15_m,7,M,11,WT,15,4,,,#DIV/0!
7_WT_15_m,7,M,12,WT,15,4,,,#DIV/0!
7_WT_15_m,7,M,13,WT,15,4,,,#DIV/0!
7_WT_15_m,7,M,14,WT,15,4,,,#DIV/0!
7_WT_15_m,7,M,15,WT,15,4,,,#DIV/0!
7_WT_15_m,7,M,16,WT,15,4,,,#DIV/0!
7_WT_15_m,7,M,17,WT,15,4,,,#DIV/0!
7_WT_15_m,7,M,18,WT,15,4,,,#DIV/0!
7_WT_15_m,7,M,19,WT,15,4,,,#DIV/0!
7_WT_15_m,7,M,20,WT,15,4,,,#DIV/0!
7_WT_15_m,7,M,21,WT,15,4,,,#DIV/0!
7_WT_15_m,7,M,22,WT,15,4,,,#DIV/0!
7_WT_20_m,7,M,1,WT,20,4,,,#DIV/0!
7_WT_20_m,7,M,2,WT,20,4,,,#DIV/0!
7_WT_20_m,7,M,3,WT,20,4,,,#DIV/0!
7_WT_20_m,7,M,4,WT,20,4,,,#DIV/0!
7_WT_20_m,7,M,5,WT,20,4,,,#DIV/0!
7_WT_20_m,7,M,6,WT,20,4,,,#DIV/0!
7_WT_20_m,7,M,7,WT,20,4,,,#DIV/0!
7_WT_20_m,7,M,8,WT,20,4,,,#DIV/0!
7_WT_20_m,7,M,9,WT,20,4,,,#DIV/0!
7_WT_20_m,7,M,10,WT,20,4,,,#DIV/0!
7_WT_20_m,7,M,11,WT,20,4,,,#DIV/0!
7_WT_20_m,7,M,12,WT,20,4,,,#DIV/0!
7_WT_20_m,7,M,13,WT,20,4,,,#DIV/0!
7_WT_20_m,7,M,14,WT,20,4,,,#DIV/0!
7_WT_20_m,7,M,15,WT,20,4,,,#DIV/0!
7_WT_20_m,7,M,16,WT,20,4,,,#DIV/0!
7_WT_20_m,7,M,17,WT,20,4,,,#DIV/0!
7_WT_20_m,7,M,18,WT,20,4,,,#DIV/0!
7_WT_20_m,7,M,19,WT,20,4,,,#DIV/0!
7_WT_20_m,7,M,20,WT,20,4,,,#DIV/0!
7_WT_controla_m,7,M,1,WT,0,5,,3.473,#DIV/0!
7_WT_controla_m,7,M,2,WT,0,5,,3.719,#DIV/0!
7_WT_controla_m,7,M,3,WT,0,5,,3.505,#DIV/0!
7_WT_controla_m,7,M,4,WT,0,5,,3.98,#DIV/0!
7_WT_controla_m,7,M,5,WT,0,5,,3.463,#DIV/0!
7_WT_controla_m,7,M,6,WT,0,5,,3.483,#DIV/0!
7_WT_controla_m,7,M,7,WT,0,5,,3.994,#DIV/0!
7_WT_controla_m,7,M,8,WT,0,5,,4.004,#DIV/0!
7_WT_controla_m,7,M,9,WT,0,5,,4.696,#DIV/0!
7_WT_controla_m,7,M,10,WT,0,5,,3.836,#DIV/0!
7_WT_controla_m,7,M,11,WT,0,5,,3.286,#DIV/0!
7_WT_controla_m,7,M,12,WT,0,5,,3.509,#DIV/0!
7_WT_controla_m,7,M,13,WT,0,5,,3.432,#DIV/0!
7_WT_controla_m,7,M,14,WT,0,5,,3.635,#DIV/0!
7_WT_controla_m,7,M,15,WT,0,5,,3.056,#DIV/0!
7_WT_controla_m,7,M,16,WT,0,5,,2.732,#DIV/0!
7_WT_controla_m,7,M,17,WT,0,5,,4.036,#DIV/0!
7_WT_controla_m,7,M,18,WT,0,5,,4.225,#DIV/0!
7_WT_controla_m,7,M,19,WT,0,5,,3.923,#DIV/0!
7_WT_controla_m,7,M,20,WT,0,5,,3.233,#DIV/0!
7_WT_controla_m,7,M,21,WT,0,5,,3.717,#DIV/0!
7_WT_5_m,7,M,1,WT,25,5,,2.93,#REF!
7_WT_5_m,7,M,2,WT,25,5,,2.517,#REF!
7_WT_5_m,7,M,3,WT,25,5,,3.712,#REF!
7_WT_5_m,7,M,4,WT,25,5,,2.81,#REF!
7_WT_5_m,7,M,5,WT,25,5,,2.824,#REF!
7_WT_5_m,7,M,6,WT,25,5,,3.24,#REF!
7_WT_5_m,7,M,7,WT,25,5,,2.617,#REF!
7_WT_5_m,7,M,8,WT,25,5,,2.577,#REF!
7_WT_5_m,7,M,9,WT,25,5,,3.246,#REF!
7_WT_5_m,7,M,10,WT,25,5,,2.901,#REF!
7_WT_5_m,7,M,11,WT,25,5,,2.32,#REF!
7_WT_5_m,7,M,12,WT,25,5,,2.625,#REF!
7_WT_5_m,7,M,13,WT,25,5,,2.044,#REF!
7_WT_5_m,7,M,14,WT,25,5,,2.168,#REF!
7_WT_5_m,7,M,15,WT,25,5,,2.13,#REF!
7_WT_5_m,7,M,16,WT,25,5,,2.326,#REF!
7_WT_5_m,7,M,17,WT,25,5,,2.777,#REF!
7_WT_5_m,7,M,18,WT,25,5,,2.34,#REF!
7_WT_5_m,7,M,19,WT,25,5,,2.404,#REF!
7_WT_5_m,7,M,20,WT,25,5,,1.045,#REF!
7_WT_5_m,7,M,21,WT,25,5,,2.747,#REF!
7_WT_5_m,7,M,22,WT,25,5,,4.021,#REF!
7_WT_7.5_m,7,M,1,WT,50,5,,3.351,#DIV/0!
7_WT_7.5_m,7,M,2,WT,50,5,,3.438,#DIV/0!
7_WT_7.5_m,7,M,3,WT,50,5,,3.57,#DIV/0!
7_WT_7.5_m,7,M,4,WT,50,5,,2.315,#DIV/0!
7_WT_7.5_m,7,M,5,WT,50,5,,3.096,#DIV/0!
7_WT_7.5_m,7,M,6,WT,50,5,,3.065,#DIV/0!
7_WT_7.5_m,7,M,7,WT,50,5,,2.717,#DIV/0!
7_WT_7.5_m,7,M,8,WT,50,5,,2.831,#DIV/0!
7_WT_7.5_m,7,M,9,WT,50,5,,3.714,#DIV/0!
7_WT_7.5_m,7,M,10,WT,50,5,,1.91,#DIV/0!
7_WT_7.5_m,7,M,11,WT,50,5,,2.764,#DIV/0!
7_WT_7.5_m,7,M,12,WT,50,5,,2.609,#DIV/0!
7_WT_7.5_m,7,M,13,WT,50,5,,3.53,#DIV/0!
7_WT_7.5_m,7,M,14,WT,50,5,,2.236,#DIV/0!
7_WT_7.5_m,7,M,15,WT,50,5,,3.917,#DIV/0!
7_WT_7.5_m,7,M,16,WT,50,5,,3.067,#DIV/0!
7_WT_7.5_m,7,M,17,WT,50,5,,3.318,#DIV/0!
7_WT_7.5_m,7,M,18,WT,50,5,,2.699,#DIV/0!
7_WT_7.5_m,7,M,19,WT,50,5,,2.855,#DIV/0!
7_WT_7.5_m,7,M,20,WT,50,5,,3.701,#DIV/0!
7_WT_10_m,7,M,1,WT,100,5,,4.327,#REF!
7_WT_10_m,7,M,2,WT,100,5,,3.759,#REF!
7_WT_10_m,7,M,3,WT,100,5,,2.465,#REF!
7_WT_10_m,7,M,4,WT,100,5,,4.275,#REF!
7_WT_10_m,7,M,5,WT,100,5,,4.425,#REF!
7_WT_10_m,7,M,6,WT,100,5,,2.92,#REF!
7_WT_10_m,7,M,7,WT,100,5,,3.054,#REF!
7_WT_10_m,7,M,8,WT,100,5,,3.189,#REF!
7_WT_10_m,7,M,9,WT,100,5,,4.226,#REF!
7_WT_10_m,7,M,10,WT,100,5,,5.007,#REF!
7_WT_10_m,7,M,11,WT,100,5,,3.868,#REF!
7_WT_10_m,7,M,12,WT,100,5,,2.063,#REF!
7_WT_10_m,7,M,13,WT,100,5,,3.256,#REF!
7_WT_10_m,7,M,14,WT,100,5,,3.141,#REF!
7_WT_10_m,7,M,15,WT,100,5,,2.901,#REF!
7_WT_10_m,7,M,16,WT,100,5,,2.24,#REF!
7_WT_10_m,7,M,17,WT,100,5,,3.941,#REF!
7_WT_10_m,7,M,18,WT,100,5,,3.151,#REF!
7_WT_10_m,7,M,19,WT,100,5,,3.086,#REF!
7_WT_10_m,7,M,20,WT,100,5,,3.143,#REF!
7_WT_15_m,7,M,1,WT,150,5,,,#DIV/0!
7_WT_15_m,7,M,2,WT,150,5,,,#DIV/0!
7_WT_15_m,7,M,3,WT,150,5,,,#DIV/0!
7_WT_15_m,7,M,4,WT,150,5,,,#DIV/0!
7_WT_15_m,7,M,5,WT,150,5,,,#DIV/0!
7_WT_15_m,7,M,6,WT,150,5,,,#DIV/0!
7_WT_15_m,7,M,7,WT,150,5,,,#DIV/0!
7_WT_15_m,7,M,8,WT,150,5,,,#DIV/0!
7_WT_15_m,7,M,9,WT,150,5,,,#DIV/0!
7_WT_15_m,7,M,10,WT,150,5,,,#DIV/0!
7_WT_15_m,7,M,11,WT,150,5,,,#DIV/0!
7_WT_15_m,7,M,12,WT,150,5,,,#DIV/0!
7_WT_15_m,7,M,13,WT,150,5,,,#DIV/0!
7_WT_15_m,7,M,14,WT,150,5,,,#DIV/0!
7_WT_15_m,7,M,15,WT,150,5,,,#DIV/0!
7_WT_15_m,7,M,16,WT,150,5,,,#DIV/0!
7_WT_15_m,7,M,17,WT,150,5,,,#DIV/0!
7_WT_15_m,7,M,18,WT,150,5,,,#DIV/0!
7_WT_15_m,7,M,19,WT,150,5,,,#DIV/0!
7_WT_15_m,7,M,20,WT,150,5,,,#DIV/0!
7_WT_15_m,7,M,21,WT,150,5,,,#DIV/0!
7_WT_15_m,7,M,22,WT,150,5,,,#DIV/0!
7_WT_20_m,7,M,1,WT,200,5,,,#DIV/0!
7_WT_20_m,7,M,2,WT,200,5,,,#DIV/0!
7_WT_20_m,7,M,3,WT,200,5,,,#DIV/0!
7_WT_20_m,7,M,4,WT,200,5,,,#DIV/0!
7_WT_20_m,7,M,5,WT,200,5,,,#DIV/0!
7_WT_20_m,7,M,6,WT,200,5,,,#DIV/0!
7_WT_20_m,7,M,7,WT,200,5,,,#DIV/0!
7_WT_20_m,7,M,8,WT,200,5,,,#DIV/0!
7_WT_20_m,7,M,9,WT,200,5,,,#DIV/0!
7_WT_20_m,7,M,10,WT,200,5,,,#DIV/0!
7_WT_20_m,7,M,11,WT,200,5,,,#DIV/0!
7_WT_20_m,7,M,12,WT,200,5,,,#DIV/0!
7_WT_20_m,7,M,13,WT,200,5,,,#DIV/0!
7_WT_20_m,7,M,14,WT,200,5,,,#DIV/0!
7_WT_20_m,7,M,15,WT,200,5,,,#DIV/0!
7_WT_20_m,7,M,16,WT,200,5,,,#DIV/0!
7_WT_20_m,7,M,17,WT,200,5,,,#DIV/0!
7_WT_20_m,7,M,18,WT,200,5,,,#DIV/0!
7_WT_20_m,7,M,19,WT,200,5,,,#DIV/0!
7_WT_20_m,7,M,20,WT,200,5,,,#DIV/0!
7_WT_controla_m,7,M,1,WT,0,6,,,#DIV/0!
7_WT_controla_m,7,M,2,WT,0,6,,,#DIV/0!
7_WT_controla_m,7,M,3,WT,0,6,,,#DIV/0!
7_WT_controla_m,7,M,4,WT,0,6,,,#DIV/0!
7_WT_controla_m,7,M,5,WT,0,6,,,#DIV/0!
7_WT_controla_m,7,M,6,WT,0,6,,,#DIV/0!
7_WT_controla_m,7,M,7,WT,0,6,,,#DIV/0!
7_WT_controla_m,7,M,8,WT,0,6,,,#DIV/0!
7_WT_controla_m,7,M,9,WT,0,6,,,#DIV/0!
7_WT_controla_m,7,M,10,WT,0,6,,,#DIV/0!
7_WT_controla_m,7,M,11,WT,0,6,,,#DIV/0!
7_WT_controla_m,7,M,12,WT,0,6,,,#DIV/0!
7_WT_controla_m,7,M,13,WT,0,6,,,#DIV/0!
7_WT_controla_m,7,M,14,WT,0,6,,,#DIV/0!
7_WT_controla_m,7,M,15,WT,0,6,,,#DIV/0!
7_WT_controla_m,7,M,16,WT,0,6,,,#DIV/0!
7_WT_controla_m,7,M,17,WT,0,6,,,#DIV/0!
7_WT_controla_m,7,M,18,WT,0,6,,,#DIV/0!
7_WT_controla_m,7,M,19,WT,0,6,,,#DIV/0!
7_WT_controla_m,7,M,20,WT,0,6,,,#DIV/0!
7_WT_controla_m,7,M,21,WT,0,6,,,#DIV/0!
7_WT_5_m,7,M,1,WT,5,6,,,#REF!
7_WT_5_m,7,M,2,WT,5,6,,,#REF!
7_WT_5_m,7,M,3,WT,5,6,,,#REF!
7_WT_5_m,7,M,4,WT,5,6,,,#REF!
7_WT_5_m,7,M,5,WT,5,6,,,#REF!
7_WT_5_m,7,M,6,WT,5,6,,,#REF!
7_WT_5_m,7,M,7,WT,5,6,,,#REF!
7_WT_5_m,7,M,8,WT,5,6,,,#REF!
7_WT_5_m,7,M,9,WT,5,6,,,#REF!
7_WT_5_m,7,M,10,WT,5,6,,,#REF!
7_WT_5_m,7,M,11,WT,5,6,,,#REF!
7_WT_5_m,7,M,12,WT,5,6,,,#REF!
7_WT_5_m,7,M,13,WT,5,6,,,#REF!
7_WT_5_m,7,M,14,WT,5,6,,,#REF!
7_WT_5_m,7,M,15,WT,5,6,,,#REF!
7_WT_5_m,7,M,16,WT,5,6,,,#REF!
7_WT_5_m,7,M,17,WT,5,6,,,#REF!
7_WT_5_m,7,M,18,WT,5,6,,,#REF!
7_WT_5_m,7,M,19,WT,5,6,,,#REF!
7_WT_5_m,7,M,20,WT,5,6,,,#REF!
7_WT_7.5_m,7,M,1,WT,7.5,6,,,#DIV/0!
7_WT_7.5_m,7,M,2,WT,7.5,6,,,#DIV/0!
7_WT_7.5_m,7,M,3,WT,7.5,6,,,#DIV/0!
7_WT_7.5_m,7,M,4,WT,7.5,6,,,#DIV/0!
7_WT_7.5_m,7,M,5,WT,7.5,6,,,#DIV/0!
7_WT_7.5_m,7,M,6,WT,7.5,6,,,#DIV/0!
7_WT_7.5_m,7,M,7,WT,7.5,6,,,#DIV/0!
7_WT_7.5_m,7,M,8,WT,7.5,6,,,#DIV/0!
7_WT_7.5_m,7,M,9,WT,7.5,6,,,#DIV/0!
7_WT_7.5_m,7,M,10,WT,7.5,6,,,#DIV/0!
7_WT_7.5_m,7,M,11,WT,7.5,6,,,#DIV/0!
7_WT_7.5_m,7,M,12,WT,7.5,6,,,#DIV/0!
7_WT_7.5_m,7,M,13,WT,7.5,6,,,#DIV/0!
7_WT_7.5_m,7,M,14,WT,7.5,6,,,#DIV/0!
7_WT_7.5_m,7,M,15,WT,7.5,6,,,#DIV/0!
7_WT_7.5_m,7,M,16,WT,7.5,6,,,#DIV/0!
7_WT_7.5_m,7,M,17,WT,7.5,6,,,#DIV/0!
7_WT_7.5_m,7,M,18,WT,7.5,6,,,#DIV/0!
7_WT_7.5_m,7,M,19,WT,7.5,6,,,#DIV/0!
7_WT_7.5_m,7,M,20,WT,7.5,6,,,#DIV/0!
7_WT_7.5_m,7,M,21,WT,7.5,6,,,#REF!
7_WT_10_m,7,M,1,WT,10,6,,,#REF!
7_WT_10_m,7,M,2,WT,10,6,,,#REF!
7_WT_10_m,7,M,3,WT,10,6,,,#REF!
7_WT_10_m,7,M,4,WT,10,6,,,#REF!
7_WT_10_m,7,M,5,WT,10,6,,,#REF!
7_WT_10_m,7,M,6,WT,10,6,,,#REF!
7_WT_10_m,7,M,7,WT,10,6,,,#REF!
7_WT_10_m,7,M,8,WT,10,6,,,#REF!
